marketid	upstreamid	downstreamid	cites_cites	kn_similarity	_sq*(kn_similarity)	cites_size	cites_experience	cites_rankcmd	domain_similarity	match
1	1	1	0	0	0	0.23079006	0	0	0	0
1	1	2	0.29118624	0.29978627	0.089871809	0.46158013	0.023064235	0.28899488	0.76674402	0
1	1	3	0.30275774	0.4393822	0.19305672	0.23079006	0.011532118	0.10321245	0.75726467	1
1	1	4	0.44597113	0.11011104	0.012124442	0.23079006	0.0086490894	0.10321246	0.77885783	0
1	1	5	0.36349627	0.17980836	0.032331046	0.51606226	0.020181207	0.061927479	0.3883974	0
1	1	6	0.36204052	0.14144459	0.020006573	0.46158013	0.0086490894	0.061927479	0.39847711	0
1	1	7	0.51606226	0.23102689	0.053373422	0	0.43245444	0	0.7609483	0
1	1	8	0.48963907	0.088475816	0.0078279702	0.23079006	0.0028830294	0	0.35762122	0
1	1	9	0.51495618	0.049631812	0.0024633168	0.32638645	0.014415148	0.20642492	0.34823105	0
1	2	1	0	0.014036189	0.0001970146	0.37196031	0	0	0	0
1	2	2	0.46929976	0.0044773691	0.000020046835	0.74392062	0.037172224	0.46576798	0.078492932	0
1	2	3	0.48794937	0.0062046298	0.00003849743	0.37196031	0.018586112	0.1663457	0.06835945	0
1	2	4	0.71876389	0.58654982	0.34404069	0.37196031	0.013939586	0.16634572	0.95836943	1
1	2	5	0.58584058	0.23791891	0.05660541	0.83172852	0.032525696	0.099807426	0.78149587	0
1	2	6	0.58349437	0.31103471	0.096742593	0.74392062	0.013939586	0.099807426	0.81194627	0
1	2	7	0.83172852	0.33357635	0.11127318	0	0.69697922	0	0.8839258	0
1	2	8	0.78914273	0.044481248	0.0019785813	0.37196031	0.004646528	0	0.23662522	0
1	2	9	0.82994586	0.21739136	0.047259003	0.52603132	0.023232641	0.33269143	0.89424092	0
1	3	1	0	0	0	0	0	0	0	0
1	3	2	0	0.43938223	0.19305675	0	0	0	0.97088194	1
1	3	3	0	0.3828145	0.14654694	0	0	0	0.99455023	0
1	3	4	0	0.10858054	0.011789733	0	0	0	0.094256803	0
1	3	5	0	0.0081311278	0.000066115237	0	0	0	0.023734644	0
1	3	6	0	0.0054515777	0.0000297197	0	0	0	0	0
1	3	7	0	0.0087287696	0.00007619142	0	0	0	0.07427112	0
1	3	8	0	0.00039715998	1.5773605*^-7	0	0	0	0.29970458	0
1	3	9	0	0.0020599249	4.2432907*^-6	0	0	0	0	0
1	4	1	0	0	0	0.44721359	0.005586592	0	0	0
1	4	2	0.5642463	0.010273869	0.00010555239	0.89442718	0.044692736	0.56	0.01843217	0
1	4	3	0.58666903	0.0047133584	0.000022215747	0.44721359	0.022346368	0.19999999	0.033029888	0
1	4	4	0.86418086	0.20902985	0.043693479	0.44721359	0.016759777	0.2	0.76091933	0
1	4	5	0.70436513	0.13839252	0.01915249	1	0.039106146	0.12	0.37579319	0
1	4	6	0.70154423	0.16726956	0.027979106	0.89442718	0.016759777	0.12	0.38332173	0
1	4	7	1	0.18094352	0.032740556	0	1	0	0.3690221	0
1	4	8	0.94879842	0.21686295	0.047029536	0.44721359	0.005586592	0	0.27264607	0
1	4	9	0.99785668	0.77009916	0.59305274	0.63245553	0.027932961	0.40000001	0.96429241	1
1	5	1	0	0.010534615	0.00011097812	0.24727668	0	0	0	0
1	5	2	0.31198728	0.0087764086	0.000077025346	0.49455336	0.024711842	0.30963936	0.023081336	0
1	5	3	0.3243854	0.013501927	0.00018230204	0.24727668	0.012355921	0.11058549	0.032983534	0
1	5	4	0.47782931	0.090132013	0.0081237797	0.24727668	0.0092669409	0.1105855	0.74546677	0
1	5	5	0.38946283	0.1844144	0.034008671	0.55292743	0.021622861	0.066351295	0.37368375	0
1	5	6	0.38790306	0.18229294	0.033230714	0.49455336	0.0092669409	0.066351295	0.65050519	0
1	5	7	0.55292743	0.22730844	0.051669125	0	0.46334705	0	0.58452433	1
1	5	8	0.52461666	0.32892159	0.10818941	0.24727668	0.0030889802	0	0.31253576	0
1	5	9	0.55174237	0.60755825	0.36912704	0.34970203	0.015444901	0.22117099	0.90728533	0
1	6	1	0	0	0	0.20798147	0	0	0	0
1	6	2	0.26240879	0.0017760791	3.1544569*^-6	0.41596293	0.020784836	0.260434	0.24199674	0
1	6	3	0.27283671	0.0022069756	4.8707411*^-6	0.20798147	0.010392418	0.093012139	0.21996334	0
1	6	4	0.40189657	0.067637518	0.0045748339	0.20798147	0.0077943141	0.093012147	0.94761497	0
1	6	5	0.32757255	0.10657761	0.011358785	0.46506071	0.018186731	0.055807289	0.78434998	0
1	6	6	0.32626066	0.10789296	0.011640891	0.41596293	0.0077943141	0.055807289	0.88044143	0
1	6	7	0.46506071	0.11103868	0.01232959	0	0.3897157	0	0.96552134	0
1	6	8	0.44124886	0.33645946	0.11320496	0.20798147	0.0025981045	0	0.47713643	1
1	6	9	0.46406394	0.020582283	0.00042363038	0.29413024	0.012990523	0.18602429	0.69249284	0
1	7	1	0	0	0	0.28316483	0	0	0	0
1	7	2	0.35726711	0.0093861958	0.000088100671	0.56632966	0.028298361	0.35457847	0.032930642	0
1	7	3	0.37146464	0.011097019	0.00012314382	0.28316483	0.014149181	0.12663516	0.036480617	0
1	7	4	0.54717845	0.60721719	0.36871272	0.28316483	0.010611886	0.12663516	0.80172932	0
1	7	5	0.44598699	0.34355083	0.11802717	0.63317585	0.024761066	0.075981103	0.41079855	0
1	7	6	0.44420084	0.38281447	0.14654692	0.56632966	0.010611886	0.075981103	0.72393024	1
1	7	7	0.63317585	0.38026634	0.14460249	0	0.53059429	0	0.67026287	0
1	7	8	0.60075623	0.10295469	0.010599667	0.28316483	0.0035372952	0	0.31081861	0
1	7	9	0.63181871	0.29346117	0.086119458	0.40045556	0.017686475	0.25327033	0.89900476	0
1	8	1	0	0.48070365	0.231076	0.23057418	0	0	0	1
1	8	2	0.29091385	0.0033136217	0.000010980089	0.46114835	0.02304266	0.28872454	0.098562434	0
1	8	3	0.30247453	0.0002023444	4.094325600000001*^-8	0.23057418	0.01152133	0.1031159	0.049827393	0
1	8	4	0.44555396	0.0029865182	8.9192908*^-6	0.23057418	0.008640998	0.10311591	0.3584322	0
1	8	5	0.36315626	0.098032117	0.0096102962	0.51557952	0.020162327	0.061869547	0.38594726	0
1	8	6	0.36170182	0.0045114104	0.000020352823	0.46114835	0.008640998	0.061869547	0.68882078	0
1	8	7	0.51557952	0.25699884	0.066048399	0	0.4320499	0	0.76951563	0
1	8	8	0.48918104	0.0008810187	7.7619393*^-7	0.23057418	0.0028803325	0	0.12213836	0
1	8	9	0.51447445	0.13307156	0.017708039	0.32608113	0.014401662	0.20623182	0.047386799	0
1	9	1	0	0	0	0.31310976	0	0	0	0
1	9	2	0.39504841	0.022965116	0.00052739657	0.62621951	0.031290933	0.39207542	0.14756811	0
1	9	3	0.41074732	0.023349842	0.00054521515	0.31310976	0.015645467	0.14002693	0.14906551	0
1	9	4	0.60504299	0.14621429	0.02137862	0.31310976	0.011734102	0.14002694	0.9317174	0
1	9	5	0.49315047	0.63669693	0.40538299	0.70013469	0.027379569	0.084016167	0.73137438	1
1	9	6	0.49117544	0.37135229	0.13790251	0.62621951	0.011734102	0.084016167	0.70407403	0
1	9	7	0.70013469	0.68096286	0.46371043	0	0.58670509	0	0.80165547	0
1	9	8	0.66428667	0.052187428	0.0027235276	0.31310976	0.0039113667	0	0.24809232	0
1	9	9	0.69863409	0.13571206	0.018417763	0.44280407	0.019556835	0.28005388	0.94108403	0
2	1	1	0.46944159	0.040277533	0.0016222796	0.33634835	0.15566537	0.26907867	0.36455554	0
2	1	2	0.34655571	0.046639562	0.0021752487	0.33634835	0	0.40361807	0.15513907	0
2	1	3	0.46944159	0.044905357	0.002016491	0	0.60598302	0	0.40702942	0
2	1	4	0	0	0	0	0	0	0	0
2	1	5	0.43790343	0.194372	0.037780475	0.33634835	0	0	0.87746572	0
2	1	6	0.67269671	0.10933648	0.011954466	0.47566843	0.38916337	0.17938581	0.29718682	0
2	1	7	0.54754436	0.48208016	0.23240128	0.33634835	0.094511114	0.13453934	0.73196858	1
2	1	8	0.40925902	0.018855315	0.00035552291	0	0.19458169	0	0.72866571	0
2	1	9	0.57201028	0.11806177	0.013938583	0.33634835	0.027797386	0.5381574	0.14878607	0
2	1	10	0.33072898	0.0034740386	0.000012068944	0	0.072273202	0	0.22334674	0
2	1	11	0.39922032	0.031314578	0.00098060281	0.33634835	0	0.5381574	0.27341944	0
2	1	12	0.5300343	0.039787274	0.0015830272	0.33634835	0	0	0.85440123	0
2	1	13	0.65590012	0.070801057	0.0050127897	0.67269671	0.32244968	0.13453935	0.29483783	0
2	2	1	0	0.72424406	0.52452946	0	0	0	0.95833564	1
2	2	2	0	0.0081806667	0.000066923305	0	0	0	0.011492081	0
2	2	3	0	0.67124254	0.45056653	0	0	0	0.93204802	0
2	2	4	0	0	0	0	0	0	0	0
2	2	5	0	0.008065667	0.000065054985	0	0	0	0.14479107	0
2	2	6	0	0.28819406	0.083055817	0	0	0	0.8335284	0
2	2	7	0	0.1263855	0.015973294	0	0	0	0.73166752	0
2	2	8	0	0.13531892	0.01831121	0	0	0	0.40502134	0
2	2	9	0	0.39038536	0.15240073	0	0	0	0.31323338	0
2	2	10	0	0	0	0	0	0	0.8154251	0
2	2	11	0	0.02089835	0.00043674101	0	0	0	0.15206094	0
2	2	12	0	0.13846493	0.019172536	0	0	0	0.34346968	0
2	2	13	0	0.22977272	0.0527955	0	0	0	0.82498789	0
2	3	1	0.13494013	0.078506365	0.0061632493	0.096682727	0.044745725	0.077346176	0.27546084	0
2	3	2	0.099616803	0.1418469	0.020120542	0.096682727	0	0.11601928	0.26866445	0
2	3	3	0.13494013	0.08376725	0.0070169521	0	0.17418872	0	0.33016568	0
2	3	4	0	0	0	0	0	0	0	0
2	3	5	0.12587455	0.29832357	0.088996954	0.096682727	0	0	0.91457343	1
2	3	6	0.19336545	0.11583291	0.013417263	0.13673002	0.11186431	0.051564123	0.21046545	0
2	3	7	0.15739064	0.52035081	0.27076498	0.096682727	0.027167046	0.038673088	0.66997945	0
2	3	8	0.11764076	0.067843504	0.004602741	0	0.055932153	0	0.74030864	0
2	3	9	0.16442332	0.20888345	0.043632295	0.096682727	0.0079903081	0.15469237	0.10789349	0
2	3	10	0.095067441	0.10320676	0.010651636	0	0.0207748	0	0.20697005	0
2	3	11	0.11475515	0.11076297	0.012268435	0.096682727	0	0.15469237	0.27963096	0
2	3	12	0.1523574	0.046682283	0.0021792357	0.096682727	0	0	0.78574169	0
2	3	13	0.1885373	0.078775711	0.0062056128	0.19336545	0.092687577	0.038673092	0.22604436	0
2	4	1	0.38595548	0.24205619	0.058591198	0.27653173	0.12798163	0.22122538	0.85868067	0
2	4	2	0.28492379	0.03509035	0.0012313327	0.27653173	0	0.3318381	0.2970503	0
2	4	3	0.38595548	0.24958211	0.062291231	0	0.49821422	0	0.91348338	0
2	4	4	0	0	0	0	0	0	0	0
2	4	5	0.36002612	0.017887257	0.00031995398	0.27653173	0	0	0.78700221	0
2	4	6	0.55306345	0.17863068	0.031908918	0.39107493	0.31995407	0.1474836	0.73304743	0
2	4	7	0.45016837	0.15650617	0.02449418	0.27653173	0.077703133	0.11061269	0.91957498	0
2	4	8	0.33647585	0.73375773	0.53840041	0	0.15997703	0	0.96286958	1
2	4	9	0.47028324	0.28146061	0.079220079	0.27653173	0.022853862	0.44245079	0.26873645	0
2	4	10	0.27191171	0	0	0	0.059420042	0	0.79822022	0
2	4	11	0.32822245	0.12529242	0.015698191	0.27653173	0	0.44245079	0.30493721	0
2	4	12	0.4357723	0.13916904	0.019368021	0.27653173	0	0	0.82868505	0
2	4	13	0.53925401	0.33392152	0.11150359	0.55306345	0.2651048	0.1106127	0.75591731	0
2	5	1	0.18378229	0.026304219	0.0006919119	0.13167746	0.060941637	0.10534196	0.068735696	0
2	5	2	0.13567354	0.51431298	0.26451784	0.13167746	0	0.15801296	0.96968639	1
2	5	3	0.18378229	0.027189432	0.00073926518	0	0.23723708	0	0.12155697	0
2	5	4	0	0	0	0	0	0	0	0
2	5	5	0.17143539	0.080904759	0.00654558	0.13167746	0	0	0.26459461	0
2	5	6	0.26335493	0.029080968	0.00084570271	0.18622005	0.15235408	0.070227981	0.026771385	0
2	5	7	0.21435887	0.10385271	0.010785386	0.13167746	0.03700028	0.052670982	0.20629476	0
2	5	8	0.16022134	0.032414496	0.0010506995	0	0.076177038	0	0.40587306	0
2	5	9	0.22393706	0.05652041	0.0031945568	0.13167746	0.010882434	0.21068394	0.058172561	0
2	5	10	0.12947752	0.0075377515	0.000056817698	0	0.02829433	0	0.3806335	0
2	5	11	0.15629129	0.0030333512	9.201219699999999*^-6	0.13167746	0	0.21068394	0.17435236	0
2	5	12	0.20750381	0.001988248	3.9531301*^-6	0.13167746	0	0	0.065362789	0
2	5	13	0.25677919	0.022435643	0.00050335808	0.26335493	0.12623625	0.052670985	0.11063895	0
2	6	1	0.69785023	0.35807961	0.12822101	0.5	0.23140496	0.39999998	0.97987527	0
2	6	2	0.51517373	0.052116439	0.0027161231	0.5	0	0.60000002	0.059841771	0
2	6	3	0.69785023	0.33581957	0.11277478	0	1	0	0.98149657	0
2	6	4	0	0	0	0	0	0	0	0
2	6	5	0.65096706	0.020905126	0.00043702428	0.5	0	0	0.28291345	0
2	6	6	1	0.67913222	0.46122056	0.70710677	0.57851237	0.26666668	0.91728193	1
2	6	7	0.81395429	0.28395724	0.080631718	0.5	0.14049587	0.19999999	0.83500028	0
2	6	8	0.60838562	0.27550688	0.075904042	0	0.36363637	0	0.75774068	0
2	6	9	0.85032415	0.53885508	0.2903648	0.5	0.041322313	0.80000001	0.3197481	0
2	6	10	0.49164647	0	0	0	0.14876033	0	0.80021238	0
2	6	11	0.59346259	0.31999904	0.10239939	0.5	0	0.80000001	0.22139002	0
2	6	12	0.78792459	0.37572441	0.14116883	0.5	0	0	0.68673724	0
2	6	13	0.9750309	0.59812891	0.35775819	1	0.47933885	0.2	1	1
2	7	1	0.26618415	0.16085204	0.02587338	0.19071724	0.088265829	0.15257378	0.67224908	0
2	7	2	0.19650503	0.049968503	0.0024968514	0.19071724	0	0.22886069	0.23316517	0
2	7	3	0.26618415	0.17041667	0.029041842	0	0.34360626	0	0.7389105	0
2	7	4	0	0	0	0	0	0	0	0
2	7	5	0.2483013	0.018291878	0.0003345928	0.19071724	0	0	0.88893992	0
2	7	6	0.38143447	0.16398016	0.026889492	0.26971489	0.22066456	0.10171586	0.35435158	0
2	7	7	0.31047022	0.11900909	0.014163164	0.19071724	0.053589966	0.07628689	0.82258075	0
2	7	8	0.23205924	0.29496217	0.08700268	0	0.11033228	0	0.84665328	0
2	7	9	0.32434297	0.15084618	0.02275457	0.19071724	0.015761755	0.30514759	0.19136587	0
2	7	10	0.18753091	0	0	0	0.040980563	0	0.33953696	0
2	7	11	0.22636709	0.11682881	0.01364897	0.19071724	0	0.30514759	0.29602775	0
2	7	12	0.30054161	0.82197082	0.67563605	0.19071724	0	0	0.87127554	1
2	7	13	0.37191039	0.28786233	0.082864724	0.38143447	0.18283637	0.076286897	0.36491197	0
2	8	1	0.37585139	0.099461392	0.009892568	0.26929229	0.12463115	0.21543384	0.97634923	0
2	8	2	0.27746466	0.049104363	0.0024112384	0.26929229	0	0.32315078	0.1155715	0
2	8	3	0.37585139	0.082600616	0.0068228617	0	0.48517126	0	0.99216157	0
2	8	4	0	1	1	0	0	0	0	1
2	8	5	0.35060087	0.1627605	0.026490979	0.26929229	0	0	0.35539773	0
2	8	6	0.53858459	0.31709811	0.10055121	0.38083681	0.31157786	0.14362256	0.89628434	0
2	8	7	0.43838325	0.46225947	0.21368381	0.26929229	0.075668909	0.10771692	0.88227463	0
2	8	8	0.32766712	0.18414369	0.0339089	0	0.15578893	0	0.83118814	0
2	8	9	0.45797151	0.23759094	0.056449454	0.26929229	0.022255562	0.4308677	0.31473985	0
2	8	10	0.26479322	0.0062278765	0.000038786446	0	0.057864461	0	0.81218207	0
2	8	11	0.31962979	0.22339672	0.049906094	0.26929229	0	0.4308677	0.25072846	0
2	8	12	0.42436406	0.48717517	0.23733965	0.26929229	0	0	0.75283784	0
2	8	13	0.52513665	0.24519013	0.060118198	0.53858459	0.25816453	0.10771693	0.86673456	0
2	9	1	0.0057763564	0.91260147	0.83284146	0.0041386792	0.0019154217	0.003310943	0.98712319	0
2	9	2	0.0042642774	0.013678289	0.00018709559	0.0041386792	0	0.004966415	0.033398595	0
2	9	3	0.0057763564	0.82520294	0.68095988	0	0.0074564633	0	0.97424638	1
2	9	4	0	0	0	0	0	0	0	0
2	9	5	0.0053882878	0.030728199	0.00094422221	0.0041386792	0	0	0.23736434	0
2	9	6	0.0082773585	0.2127327	0.045255203	0.0058529759	0.0047885538	0.0022072955	0.85242832	0
2	9	7	0.006737391	0.14032516	0.019691151	0.0041386792	0.0011629346	0.0016554715	0.80799103	0
2	9	8	0.0050358255	0.15649731	0.024491409	0	0.0023942769	0	0.70423818	0
2	9	9	0.0070384378	0.26903033	0.072377317	0.0041386792	0.0003420396	0.0066218865	0.3158766	0
2	9	10	0.0040695337	0	0	0	0.00088930293	0	0.81019151	0
2	9	11	0.0049123019	0.090386778	0.0081697693	0.0041386792	0	0.0066218865	0.18939583	0
2	9	12	0.0065219337	0.11098596	0.012317883	0.0041386792	0	0	0.41967288	0
2	9	13	0.0080706803	0.26121387	0.068232685	0.0082773585	0.0039676595	0.0016554716	0.84309071	0
2	10	1	0.015185554	0.29457748	0.086775891	0.010880238	0.0050354823	0.0087041901	0.84214497	0
2	10	2	0.011210426	0.053591769	0.0028720777	0.010880238	0	0.013056287	0.34605932	0
2	10	3	0.015185554	0.29862764	0.089178473	0	0.019602412	0	0.89893442	0
2	10	4	0	0	0	0	0	0	0	0
2	10	5	0.014165354	0.017341435	0.00030072537	0.010880238	0	0	0.77863342	0
2	10	6	0.021760477	0.44584236	0.19877541	0.01538698	0.012588705	0.0058027939	0.69176525	0
2	10	7	0.017712032	0.25350404	0.064264297	0.010880238	0.003057257	0.0043520951	0.91209924	0
2	10	8	0.013238761	0.38788357	0.15045367	0	0.0062943525	0	0.97823197	0
2	10	9	0.018503459	0.37376583	0.13970089	0.010880238	0.00089919323	0.017408382	0.26447606	0
2	10	10	0.010698461	0	0	0	0.0023379023	0	0.83702213	0
2	10	11	0.012914028	0.23455065	0.055014011	0.010880238	0	0.017408382	0.4650456	1
2	10	12	0.017145615	0.5367462	0.28809649	0.010880238	0	0	0.79541278	0
2	10	13	0.021217138	0.4905867	0.24067532	0.021760477	0.010430641	0.0043520955	0.73825204	0
2	11	1	0.22446769	0.00040362825	1.6291577*^-7	0.16082798	0.074432783	0.12866238	0.70099407	0
2	11	2	0.16570871	0.00016756539	2.807816*^-8	0.16082798	0	0.19299358	0.76699978	0
2	11	3	0.22446769	0.0008072565	6.5166307*^-7	0	0.28975621	0	0.77291286	0
2	11	4	0	0	0	0	0	0	0	0
2	11	5	0.20938744	0.32204255	0.1037114	0.16082798	0	0	0.71727556	0
2	11	6	0.32165596	0.00050901185	2.5909307*^-7	0.22744511	0.18608195	0.085774928	0.38255474	0
2	11	7	0.26181325	0.17491068	0.030593745	0.16082798	0.045191333	0.064331189	0.81712496	0
2	11	8	0.19569086	0.01172784	0.00013754223	0	0.093040973	0	0.98417479	0
2	11	9	0.27351183	0.01569275	0.00024626241	0.16082798	0.013291568	0.25732476	0.23478529	0
2	11	10	0.15814102	0.35258368	0.12431525	0	0.034558076	0	0.88325578	1
2	11	11	0.19089076	0.004497915	0.00002023124	0.16082798	0	0.25732476	0.29607061	0
2	11	12	0.25344065	0.00099860167	9.972052299999999*^-7	0.16082798	0	0	0.40777582	0
2	11	13	0.3136245	0.00067581888	4.5673115999999996*^-7	0.32165596	0.1541822	0.064331189	0.6593411	0
2	12	1	0.30024597	0.15010971	0.022532925	0.21512206	0.099560626	0.17209764	0.83855742	0
2	12	2	0.22165048	0.006579983	0.000043296175	0.21512206	0	0.25814649	0	0
2	12	3	0.30024597	0.12961651	0.016800441	0	0.3875753	0	0.82363486	0
2	12	4	0	0	0	0	0	0	0	0
2	12	5	0.28007478	0.0043392107	0.000018828749	0.21512206	0	0	0.094612263	0
2	12	6	0.43024412	0.41412303	0.17149788	0.30422854	0.24890155	0.11473177	0.9212563	0
2	12	7	0.35019904	0.085275531	0.0072719161	0.21512206	0.060447522	0.086048819	0.40592766	0
2	12	8	0.26175433	0.071014129	0.0050430065	0	0.12445077	0	0.36277854	0
2	12	9	0.36584699	0.61684006	0.38049167	0.21512206	0.017778683	0.34419531	0.4576419	1
2	12	10	0.211528	0	0	0	0.046224575	0	0.71505547	0
2	12	11	0.25533378	0.065344088	0.00426985	0.21512206	0	0.34419531	0.15437225	0
2	12	12	0.33899993	0.16189873	0.0262112	0.21512206	0	0	0.27537775	0
2	12	13	0.41950133	0.24823804	0.061622124	0.43024412	0.20623273	0.086048827	0.81936657	0
3	1	1	0.329283	0.00070688716	4.996894599999999*^-7	0.49040154	0	0.39232126	0.34627271	0
3	1	2	0.49040154	0.088177137	0.0077752075	0	0.13374588	0	0.34627271	0
3	1	3	0.16111854	0.0028525549	8.137069*^-6	0	0.044581961	0	0.023162052	1
3	1	4	0.38727701	0.003108673	9.663847799999999*^-6	0	0.13374588	0	0.31291926	0
3	1	5	0.44241968	0.0031424332	9.874886899999999*^-6	0	0.044581961	0	0.76434773	0
3	1	6	0.12768342	0.13626947	0.018569367	0.49040154	0	0.39232126	0.17313635	0
3	1	7	0	0	0	0	0	0	0	0
3	2	1	0.62063056	0.0052469224	0.000027530194	0.92430574	0	0.73944461	0.078660011	0
3	2	2	0.92430574	0.068481393	0.0046897014	0	0.25208339	0	0.078660011	0
3	2	3	0.3036752	0	0	0	0.084027797	0	0	0
3	2	4	0.72993726	0.0027420099	7.518618499999999*^-6	0	0.25208339	0	0.045414377	0
3	2	5	0.83386981	0.0038874906	0.000015112583	0	0.084027797	0	0.27094004	0
3	2	6	0.24065691	0.05513873	0.0030402795	0.92430574	0	0.73944461	0.060507704	1
3	2	7	0	0	0	0	0	0	0	0
3	3	1	0.61820287	0.0058811237	0.000034587618	0.92069018	0	0.73655212	0.65343928	0
3	3	2	0.92069018	0.34737995	0.12067283	0	0.25109732	0	0.65343928	1
3	3	3	0.30248731	0	0	0	0.083699107	0	0	0
3	3	4	0.72708195	0.0030734397	9.446032*^-6	0	0.25109732	0	0.24522118	0
3	3	5	0.83060795	0.015686553	0.00024606794	0	0.083699107	0	0.38934091	0
3	3	6	0.23971553	0.28950322	0.08381211	0.92069018	0	0.73655212	0.21236777	0
3	3	7	0	0.04699409	0.0022084445	0	0	0	0	0
3	4	1	0.54604501	0.0032185472	0.000010359046	0.81322545	0	0.65058035	0.041109614	0
3	4	2	0.81322545	0.01029525	0.00010599216	0	0.22178876	0	0.041109614	0
3	4	3	0.26718041	0	0	0	0.073929586	0	0.054812811	0
3	4	4	0.64221555	0.88848078	0.78939807	0	0.22178876	0	0.75463998	1
3	4	5	0.73365784	0.035394143	0.0012527454	0	0.073929586	0	0.054812811	0
3	4	6	0.21173547	0.01837983	0.00033781814	0.81322545	0	0.65058035	0.020554807	0
3	4	7	0	0	0	0	0	0	0	0
3	5	1	0.67145592	0	0	1	0	0.80000001	0.0092980573	0
3	5	2	1	0.036035553	0.0012985611	0	1	0	0.0092980573	0
3	5	3	0.32854411	0	0	0	0.090909094	0	0	0
3	5	4	0.78971404	0	0	0	0.54545456	0	0.06441883	0
3	5	5	0.90215796	0.6926229	0.47972649	0	0.45454547	0	0.98702449	1
3	5	6	0.26036504	0	0	1	0	0.80000001	0.0046490286	0
3	5	7	0	0	0	0	0.090909094	0	0	0
3	6	1	0.071524613	0	0	0.10652168	0	0.085217342	0	0
3	6	2	0.10652168	0.0017613763	3.1024463*^-6	0	0.029051367	0	0	0
3	6	3	0.034997068	0	0	0	0.0096837888	0	0	0
3	6	4	0.084121667	0	0	0	0.029051367	0	0	0
3	6	5	0.096099384	0	0	0	0.0096837888	0	0.96152395	0
3	6	6	0.027734522	0	0	0.10652168	0	0.085217342	0	0
3	6	7	0	0.41630158	0.173307	0	0	0	0	1
3	7	1	0	0.51162428	0.2617594	0	0	0	0	1
3	7	2	0	0	0	0	0	0	0	0
3	7	3	0	0	0	0	0	0	0	0
3	7	4	0	0.0018983674	3.6037989*^-6	0	0	0	0.03734152	0
3	7	5	0	0	0	0	0	0	0.9950372	0
3	7	6	0	0	0	0	0	0	0	0
3	7	7	0	0.61043197	0.3726272	0	0	0	0	0
4	1	1	0.66137934	0.6342839	0.40231606	0	0.059675723	0	0.94609982	1
4	1	2	0.71362239	0.18086928	0.032713696	0.47740579	0.079567634	0	0.28989318	0
4	1	3	0.92556524	0.29285222	0.085762426	0.67515373	0.099459536	0.38192463	0.96318465	0
4	1	4	0.62339854	0.40209207	0.16167803	0.67515373	0.15913527	0.12730822	0.22358423	0
4	1	5	0.72363681	0.15112041	0.022837378	0.67515373	0.039783817	0.38192466	0.6556378	0
4	1	6	0.79603136	0.86683446	0.75140196	0	0.53708154	0	0.96916115	1
4	1	7	0	0	0	0	0	0	0	0
4	1	8	0.24450803	0.027772566	0.00077131542	0	0.019891908	0	0.10313275	0
4	1	9	0.95481157	0.2460584	0.060544737	0.67515373	0.079567634	0.50923288	0.9848178	0
4	1	10	0.56382352	0.241197	0.058175996	0	0.099459536	0	0.97843891	0
4	1	11	0.50315726	0.30400789	0.092420794	0	0.2784867	0	0.23624893	0
4	1	12	0.72414201	0.33803752	0.11426937	0.95481157	0.17902717	0.26734725	0.31335258	0
4	2	1	0.66525483	0.46283925	0.21422017	0	0.10004234	0	0.95539963	0
4	2	2	0.71780401	0.18477196	0.034140676	0.48020327	0.080033876	0	0.26257852	0
4	2	3	0.93098879	0.39233398	0.15392596	0.67910993	0.10004234	0.3841626	0.96049911	0
4	2	4	0.62705147	0.26003695	0.067619212	0.67910993	0.16006775	0.12805422	0.27472195	0
4	2	5	0.72787708	0.34370902	0.11813589	0.67910993	0.040016938	0.38416263	0.40658647	0
4	2	6	0.8006959	0.74823207	0.55985123	0	0.96040654	0	0.98956048	0
4	2	7	0	0	0	0	0	0	0	0
4	2	8	0.24594077	0.030238071	0.00091434096	0	0.040016938	0	0.18548355	0
4	2	9	0.96040654	0.47222087	0.22299255	0.67910993	0.080033876	0.51221687	0.95355338	0
4	2	10	0.56712735	0.44877127	0.20139565	0	0.18007623	0	0.92548966	0
4	2	11	0.50610566	0.41789755	0.17463836	0	0.34014398	0	0.34177834	0
4	2	12	0.72838527	0.56831479	0.32298172	0.96040654	0.18007623	0.26891384	1	1
4	3	1	0	0.010791213	0.00011645028	0	0	0	0	0
4	3	2	0	0.39833906	0.158674	0	0	0	0.83554566	1
4	3	3	0	0.0038971626	0.000015187877	0	0	0	0.0050265412	0
4	3	4	0	0.008276497	0.000068500405	0	0	0	0	0
4	3	5	0	0.00069672056	4.8541955*^-7	0	0	0	0	0
4	3	6	0	0.013935243	0.00019419099	0	0	0	0	0
4	3	7	0	0	0	0	0	0	0	0
4	3	8	0	0	0	0	0	0	0	0
4	3	9	0	0.0019300779	3.7252006999999995*^-6	0	0	0	0.010476039	0
4	3	10	0	0.0034631663	0.000011993521	0	0	0	0	0
4	3	11	0	0.0042940881	0.000018439192	0	0	0	0	0
4	3	12	0	0.033239536	0.0011048667	0	0	0	0.060861398	0
4	4	1	0.69268042	0.066297896	0.0043954109	0	0.10416666	0	0.8612774	0
4	4	2	0.74739599	0.042292342	0.0017886421	0.5	0.083333336	0	0.20117243	0
4	4	3	0.96936953	0.68172622	0.46475065	0.70710677	0.10416666	0.40000001	0.98041177	1
4	4	4	0.65290213	0.13898058	0.019315602	0.70710677	0.16666667	0.13333334	0.30423844	0
