marketid	upstreamid	downstreamid	cites_cites	kn_similarity	kn_similarity_sq	cites_size	cites_experience	cites_rankcmd	domain_similarity	match	removeup	removedown
1	1	1	0	0	0	.23079006	0	0	0	0	0	0
1	1	2	.29118624	.29978627	.089871809	.46158013	.023064235	.28899488	.76674402	0	0	0
1	1	3	.30275774	.4393822	.19305672	.23079006	.011532118	.10321245	.75726467	1	0	0
1	1	4	.44597113	.11011104	.012124442	.23079006	.0086490894	.10321246	.77885783	0	0	0
1	1	5	.36349627	.17980836	.032331046	.51606226	.020181207	.061927479	.3883974	0	0	0
1	1	6	.36204052	.14144459	.020006573	.46158013	.0086490894	.061927479	.39847711	0	0	0
1	1	7	.51606226	.23102689	.053373422	0	.43245444	0	.7609483	0	0	0
1	1	8	.48963907	.088475816	.0078279702	.23079006	.0028830294	0	.35762122	0	0	0
1	1	9	.51495618	.049631812	.0024633168	.32638645	.014415148	.20642492	.34823105	0	0	1
1	2	1	0	.014036189	.0001970146	.37196031	0	0	0	0	0	0
1	2	2	.46929976	.0044773691	.000020046835	.74392062	.037172224	.46576798	.078492932	0	0	0
1	2	3	.48794937	.0062046298	.00003849743	.37196031	.018586112	.1663457	.06835945	0	0	0
1	2	4	.71876389	.58654982	.34404069	.37196031	.013939586	.16634572	.95836943	1	0	0
1	2	5	.58584058	.23791891	.05660541	.83172852	.032525696	.099807426	.78149587	0	0	0
1	2	6	.58349437	.31103471	.096742593	.74392062	.013939586	.099807426	.81194627	0	0	0
1	2	7	.83172852	.33357635	.11127318	0	.69697922	0	.8839258	0	0	0
1	2	8	.78914273	.044481248	.0019785813	.37196031	.004646528	0	.23662522	0	0	0
1	2	9	.82994586	.21739136	.047259003	.52603132	.023232641	.33269143	.89424092	0	0	1
1	3	1	0	0	0	0	0	0	0	0	0	0
1	3	2	0	.43938223	.19305675	0	0	0	.97088194	1	0	0
1	3	3	0	.3828145	.14654694	0	0	0	.99455023	0	0	0
1	3	4	0	.10858054	.011789733	0	0	0	.094256803	0	0	0
1	3	5	0	.0081311278	.000066115237	0	0	0	.023734644	0	0	0
1	3	6	0	.0054515777	.0000297197	0	0	0	0	0	0	0
1	3	7	0	.0087287696	.00007619142	0	0	0	.07427112	0	0	0
1	3	8	0	.00039715998	1.5773605e-07	0	0	0	.29970458	0	0	0
1	3	9	0	.0020599249	4.2432907e-06	0	0	0	0	0	0	1
1	4	1	0	0	0	.44721359	.005586592	0	0	0	1	0
1	4	2	.5642463	.010273869	.00010555239	.89442718	.044692736	.56	.01843217	0	1	0
1	4	3	.58666903	.0047133584	.000022215747	.44721359	.022346368	.19999999	.033029888	0	1	0
1	4	4	.86418086	.20902985	.043693479	.44721359	.016759777	.2	.76091933	0	1	0
1	4	5	.70436513	.13839252	.01915249	1	.039106146	.12	.37579319	0	1	0
1	4	6	.70154423	.16726956	.027979106	.89442718	.016759777	.12	.38332173	0	1	0
1	4	7	1	.18094352	.032740556	0	1	0	.3690221	0	1	0
1	4	8	.94879842	.21686295	.047029536	.44721359	.005586592	0	.27264607	0	1	0
1	4	9	.99785668	.77009916	.59305274	.63245553	.027932961	.40000001	.96429241	1	1	1
1	5	1	0	.010534615	.00011097812	.24727668	0	0	0	0	0	0
1	5	2	.31198728	.0087764086	.000077025346	.49455336	.024711842	.30963936	.023081336	0	0	0
1	5	3	.3243854	.013501927	.00018230204	.24727668	.012355921	.11058549	.032983534	0	0	0
1	5	4	.47782931	.090132013	.0081237797	.24727668	.0092669409	.1105855	.74546677	0	0	0
1	5	5	.38946283	.1844144	.034008671	.55292743	.021622861	.066351295	.37368375	0	0	0
1	5	6	.38790306	.18229294	.033230714	.49455336	.0092669409	.066351295	.65050519	0	0	0
1	5	7	.55292743	.22730844	.051669125	0	.46334705	0	.58452433	1	0	0
1	5	8	.52461666	.32892159	.10818941	.24727668	.0030889802	0	.31253576	0	0	0
1	5	9	.55174237	.60755825	.36912704	.34970203	.015444901	.22117099	.90728533	0	0	1
1	6	1	0	0	0	.20798147	0	0	0	0	0	0
1	6	2	.26240879	.0017760791	3.1544569e-06	.41596293	.020784836	.260434	.24199674	0	0	0
1	6	3	.27283671	.0022069756	4.8707411e-06	.20798147	.010392418	.093012139	.21996334	0	0	0
1	6	4	.40189657	.067637518	.0045748339	.20798147	.0077943141	.093012147	.94761497	0	0	0
1	6	5	.32757255	.10657761	.011358785	.46506071	.018186731	.055807289	.78434998	0	0	0
1	6	6	.32626066	.10789296	.011640891	.41596293	.0077943141	.055807289	.88044143	0	0	0
1	6	7	.46506071	.11103868	.01232959	0	.3897157	0	.96552134	0	0	0
1	6	8	.44124886	.33645946	.11320496	.20798147	.0025981045	0	.47713643	1	0	0
1	6	9	.46406394	.020582283	.00042363038	.29413024	.012990523	.18602429	.69249284	0	0	1
1	7	1	0	0	0	.28316483	0	0	0	0	0	0
1	7	2	.35726711	.0093861958	.000088100671	.56632966	.028298361	.35457847	.032930642	0	0	0
1	7	3	.37146464	.011097019	.00012314382	.28316483	.014149181	.12663516	.036480617	0	0	0
1	7	4	.54717845	.60721719	.36871272	.28316483	.010611886	.12663516	.80172932	0	0	0
1	7	5	.44598699	.34355083	.11802717	.63317585	.024761066	.075981103	.41079855	0	0	0
1	7	6	.44420084	.38281447	.14654692	.56632966	.010611886	.075981103	.72393024	1	0	0
1	7	7	.63317585	.38026634	.14460249	0	.53059429	0	.67026287	0	0	0
1	7	8	.60075623	.10295469	.010599667	.28316483	.0035372952	0	.31081861	0	0	0
1	7	9	.63181871	.29346117	.086119458	.40045556	.017686475	.25327033	.89900476	0	0	1
1	8	1	0	.48070365	.231076	.23057418	0	0	0	1	0	0
1	8	2	.29091385	.0033136217	.000010980089	.46114835	.02304266	.28872454	.098562434	0	0	0
1	8	3	.30247453	.0002023444	4.0943256e-08	.23057418	.01152133	.1031159	.049827393	0	0	0
1	8	4	.44555396	.0029865182	8.9192908e-06	.23057418	.008640998	.10311591	.3584322	0	0	0
1	8	5	.36315626	.098032117	.0096102962	.51557952	.020162327	.061869547	.38594726	0	0	0
1	8	6	.36170182	.0045114104	.000020352823	.46114835	.008640998	.061869547	.68882078	0	0	0
1	8	7	.51557952	.25699884	.066048399	0	.4320499	0	.76951563	0	0	0
1	8	8	.48918104	.0008810187	7.7619393e-07	.23057418	.0028803325	0	.12213836	0	0	0
1	8	9	.51447445	.13307156	.017708039	.32608113	.014401662	.20623182	.047386799	0	0	1
1	9	1	0	0	0	.31310976	0	0	0	0	0	0
1	9	2	.39504841	.022965116	.00052739657	.62621951	.031290933	.39207542	.14756811	0	0	0
1	9	3	.41074732	.023349842	.00054521515	.31310976	.015645467	.14002693	.14906551	0	0	0
1	9	4	.60504299	.14621429	.02137862	.31310976	.011734102	.14002694	.9317174	0	0	0
1	9	5	.49315047	.63669693	.40538299	.70013469	.027379569	.084016167	.73137438	1	0	0
1	9	6	.49117544	.37135229	.13790251	.62621951	.011734102	.084016167	.70407403	0	0	0
1	9	7	.70013469	.68096286	.46371043	0	.58670509	0	.80165547	0	0	0
1	9	8	.66428667	.052187428	.0027235276	.31310976	.0039113667	0	.24809232	0	0	0
1	9	9	.69863409	.13571206	.018417763	.44280407	.019556835	.28005388	.94108403	0	0	1
2	1	1	.46944159	.040277533	.0016222796	.33634835	.15566537	.26907867	.36455554	0	0	0
2	1	2	.34655571	.046639562	.0021752487	.33634835	0	.40361807	.15513907	0	0	0
2	1	3	.46944159	.044905357	.002016491	0	.60598302	0	.40702942	0	0	0
2	1	4	0	0	0	0	0	0	0	0	0	0
2	1	5	.43790343	.194372	.037780475	.33634835	0	0	.87746572	0	0	0
2	1	6	.67269671	.10933648	.011954466	.47566843	.38916337	.17938581	.29718682	0	0	1
2	1	7	.54754436	.48208016	.23240128	.33634835	.094511114	.13453934	.73196858	1	0	0
2	1	8	.40925902	.018855315	.00035552291	0	.19458169	0	.72866571	0	0	0
2	1	9	.57201028	.11806177	.013938583	.33634835	.027797386	.5381574	.14878607	0	0	0
2	1	10	.33072898	.0034740386	.000012068944	0	.072273202	0	.22334674	0	0	0
2	1	11	.39922032	.031314578	.00098060281	.33634835	0	.5381574	.27341944	0	0	0
2	1	12	.5300343	.039787274	.0015830272	.33634835	0	0	.85440123	0	0	0
2	1	13	.65590012	.070801057	.0050127897	.67269671	.32244968	.13453935	.29483783	0	0	1
2	2	1	0	.72424406	.52452946	0	0	0	.95833564	1	0	0
2	2	2	0	.0081806667	.000066923305	0	0	0	.011492081	0	0	0
2	2	3	0	.67124254	.45056653	0	0	0	.93204802	0	0	0
2	2	4	0	0	0	0	0	0	0	0	0	0
2	2	5	0	.008065667	.000065054985	0	0	0	.14479107	0	0	0
2	2	6	0	.28819406	.083055817	0	0	0	.8335284	0	0	1
2	2	7	0	.1263855	.015973294	0	0	0	.73166752	0	0	0
2	2	8	0	.13531892	.01831121	0	0	0	.40502134	0	0	0
2	2	9	0	.39038536	.15240073	0	0	0	.31323338	0	0	0
2	2	10	0	0	0	0	0	0	.8154251	0	0	0
2	2	11	0	.02089835	.00043674101	0	0	0	.15206094	0	0	0
2	2	12	0	.13846493	.019172536	0	0	0	.34346968	0	0	0
2	2	13	0	.22977272	.0527955	0	0	0	.82498789	0	0	1
2	3	1	.13494013	.078506365	.0061632493	.096682727	.044745725	.077346176	.27546084	0	0	0
2	3	2	.099616803	.1418469	.020120542	.096682727	0	.11601928	.26866445	0	0	0
2	3	3	.13494013	.08376725	.0070169521	0	.17418872	0	.33016568	0	0	0
2	3	4	0	0	0	0	0	0	0	0	0	0
2	3	5	.12587455	.29832357	.088996954	.096682727	0	0	.91457343	1	0	0
2	3	6	.19336545	.11583291	.013417263	.13673002	.11186431	.051564123	.21046545	0	0	1
2	3	7	.15739064	.52035081	.27076498	.096682727	.027167046	.038673088	.66997945	0	0	0
2	3	8	.11764076	.067843504	.004602741	0	.055932153	0	.74030864	0	0	0
2	3	9	.16442332	.20888345	.043632295	.096682727	.0079903081	.15469237	.10789349	0	0	0
2	3	10	.095067441	.10320676	.010651636	0	.0207748	0	.20697005	0	0	0
2	3	11	.11475515	.11076297	.012268435	.096682727	0	.15469237	.27963096	0	0	0
2	3	12	.1523574	.046682283	.0021792357	.096682727	0	0	.78574169	0	0	0
2	3	13	.1885373	.078775711	.0062056128	.19336545	.092687577	.038673092	.22604436	0	0	1
2	4	1	.38595548	.24205619	.058591198	.27653173	.12798163	.22122538	.85868067	0	0	0
2	4	2	.28492379	.03509035	.0012313327	.27653173	0	.3318381	.2970503	0	0	0
2	4	3	.38595548	.24958211	.062291231	0	.49821422	0	.91348338	0	0	0
2	4	4	0	0	0	0	0	0	0	0	0	0
2	4	5	.36002612	.017887257	.00031995398	.27653173	0	0	.78700221	0	0	0
2	4	6	.55306345	.17863068	.031908918	.39107493	.31995407	.1474836	.73304743	0	0	1
2	4	7	.45016837	.15650617	.02449418	.27653173	.077703133	.11061269	.91957498	0	0	0
2	4	8	.33647585	.73375773	.53840041	0	.15997703	0	.96286958	1	0	0
2	4	9	.47028324	.28146061	.079220079	.27653173	.022853862	.44245079	.26873645	0	0	0
2	4	10	.27191171	0	0	0	.059420042	0	.79822022	0	0	0
2	4	11	.32822245	.12529242	.015698191	.27653173	0	.44245079	.30493721	0	0	0
2	4	12	.4357723	.13916904	.019368021	.27653173	0	0	.82868505	0	0	0
2	4	13	.53925401	.33392152	.11150359	.55306345	.2651048	.1106127	.75591731	0	0	1
2	5	1	.18378229	.026304219	.0006919119	.13167746	.060941637	.10534196	.068735696	0	0	0
2	5	2	.13567354	.51431298	.26451784	.13167746	0	.15801296	.96968639	1	0	0
2	5	3	.18378229	.027189432	.00073926518	0	.23723708	0	.12155697	0	0	0
2	5	4	0	0	0	0	0	0	0	0	0	0
2	5	5	.17143539	.080904759	.00654558	.13167746	0	0	.26459461	0	0	0
2	5	6	.26335493	.029080968	.00084570271	.18622005	.15235408	.070227981	.026771385	0	0	1
2	5	7	.21435887	.10385271	.010785386	.13167746	.03700028	.052670982	.20629476	0	0	0
2	5	8	.16022134	.032414496	.0010506995	0	.076177038	0	.40587306	0	0	0
2	5	9	.22393706	.05652041	.0031945568	.13167746	.010882434	.21068394	.058172561	0	0	0
2	5	10	.12947752	.0075377515	.000056817698	0	.02829433	0	.3806335	0	0	0
2	5	11	.15629129	.0030333512	9.2012197e-06	.13167746	0	.21068394	.17435236	0	0	0
2	5	12	.20750381	.001988248	3.9531301e-06	.13167746	0	0	.065362789	0	0	0
2	5	13	.25677919	.022435643	.00050335808	.26335493	.12623625	.052670985	.11063895	0	0	1
2	6	1	.69785023	.35807961	.12822101	.5	.23140496	.39999998	.97987527	0	1	0
2	6	2	.51517373	.052116439	.0027161231	.5	0	.60000002	.059841771	0	1	0
2	6	3	.69785023	.33581957	.11277478	0	1	0	.98149657	0	1	0
2	6	4	0	0	0	0	0	0	0	0	1	0
2	6	5	.65096706	.020905126	.00043702428	.5	0	0	.28291345	0	1	0
2	6	6	1	.67913222	.46122056	.70710677	.57851237	.26666668	.91728193	1	1	1
2	6	7	.81395429	.28395724	.080631718	.5	.14049587	.19999999	.83500028	0	1	0
2	6	8	.60838562	.27550688	.075904042	0	.36363637	0	.75774068	0	1	0
2	6	9	.85032415	.53885508	.2903648	.5	.041322313	.80000001	.3197481	0	1	0
2	6	10	.49164647	0	0	0	.14876033	0	.80021238	0	1	0
2	6	11	.59346259	.31999904	.10239939	.5	0	.80000001	.22139002	0	1	0
2	6	12	.78792459	.37572441	.14116883	.5	0	0	.68673724	0	1	0
2	6	13	.9750309	.59812891	.35775819	1	.47933885	.2	1	1	1	1
2	7	1	.26618415	.16085204	.02587338	.19071724	.088265829	.15257378	.67224908	0	0	0
2	7	2	.19650503	.049968503	.0024968514	.19071724	0	.22886069	.23316517	0	0	0
2	7	3	.26618415	.17041667	.029041842	0	.34360626	0	.7389105	0	0	0
2	7	4	0	0	0	0	0	0	0	0	0	0
2	7	5	.2483013	.018291878	.0003345928	.19071724	0	0	.88893992	0	0	0
2	7	6	.38143447	.16398016	.026889492	.26971489	.22066456	.10171586	.35435158	0	0	1
2	7	7	.31047022	.11900909	.014163164	.19071724	.053589966	.07628689	.82258075	0	0	0
2	7	8	.23205924	.29496217	.08700268	0	.11033228	0	.84665328	0	0	0
2	7	9	.32434297	.15084618	.02275457	.19071724	.015761755	.30514759	.19136587	0	0	0
2	7	10	.18753091	0	0	0	.040980563	0	.33953696	0	0	0
2	7	11	.22636709	.11682881	.01364897	.19071724	0	.30514759	.29602775	0	0	0
2	7	12	.30054161	.82197082	.67563605	.19071724	0	0	.87127554	1	0	0
2	7	13	.37191039	.28786233	.082864724	.38143447	.18283637	.076286897	.36491197	0	0	1
2	8	1	.37585139	.099461392	.009892568	.26929229	.12463115	.21543384	.97634923	0	0	0
2	8	2	.27746466	.049104363	.0024112384	.26929229	0	.32315078	.1155715	0	0	0
2	8	3	.37585139	.082600616	.0068228617	0	.48517126	0	.99216157	0	0	0
2	8	4	0	1	1	0	0	0	0	1	0	0
2	8	5	.35060087	.1627605	.026490979	.26929229	0	0	.35539773	0	0	0
2	8	6	.53858459	.31709811	.10055121	.38083681	.31157786	.14362256	.89628434	0	0	1
2	8	7	.43838325	.46225947	.21368381	.26929229	.075668909	.10771692	.88227463	0	0	0
2	8	8	.32766712	.18414369	.0339089	0	.15578893	0	.83118814	0	0	0
2	8	9	.45797151	.23759094	.056449454	.26929229	.022255562	.4308677	.31473985	0	0	0
2	8	10	.26479322	.0062278765	.000038786446	0	.057864461	0	.81218207	0	0	0
2	8	11	.31962979	.22339672	.049906094	.26929229	0	.4308677	.25072846	0	0	0
2	8	12	.42436406	.48717517	.23733965	.26929229	0	0	.75283784	0	0	0
2	8	13	.52513665	.24519013	.060118198	.53858459	.25816453	.10771693	.86673456	0	0	1
2	9	1	.0057763564	.91260147	.83284146	.0041386792	.0019154217	.003310943	.98712319	0	0	0
2	9	2	.0042642774	.013678289	.00018709559	.0041386792	0	.004966415	.033398595	0	0	0
2	9	3	.0057763564	.82520294	.68095988	0	.0074564633	0	.97424638	1	0	0
2	9	4	0	0	0	0	0	0	0	0	0	0
2	9	5	.0053882878	.030728199	.00094422221	.0041386792	0	0	.23736434	0	0	0
2	9	6	.0082773585	.2127327	.045255203	.0058529759	.0047885538	.0022072955	.85242832	0	0	1
2	9	7	.006737391	.14032516	.019691151	.0041386792	.0011629346	.0016554715	.80799103	0	0	0
2	9	8	.0050358255	.15649731	.024491409	0	.0023942769	0	.70423818	0	0	0
2	9	9	.0070384378	.26903033	.072377317	.0041386792	.0003420396	.0066218865	.3158766	0	0	0
2	9	10	.0040695337	0	0	0	.00088930293	0	.81019151	0	0	0
2	9	11	.0049123019	.090386778	.0081697693	.0041386792	0	.0066218865	.18939583	0	0	0
2	9	12	.0065219337	.11098596	.012317883	.0041386792	0	0	.41967288	0	0	0
2	9	13	.0080706803	.26121387	.068232685	.0082773585	.0039676595	.0016554716	.84309071	0	0	1
2	10	1	.015185554	.29457748	.086775891	.010880238	.0050354823	.0087041901	.84214497	0	0	0
2	10	2	.011210426	.053591769	.0028720777	.010880238	0	.013056287	.34605932	0	0	0
2	10	3	.015185554	.29862764	.089178473	0	.019602412	0	.89893442	0	0	0
2	10	4	0	0	0	0	0	0	0	0	0	0
2	10	5	.014165354	.017341435	.00030072537	.010880238	0	0	.77863342	0	0	0
2	10	6	.021760477	.44584236	.19877541	.01538698	.012588705	.0058027939	.69176525	0	0	1
2	10	7	.017712032	.25350404	.064264297	.010880238	.003057257	.0043520951	.91209924	0	0	0
2	10	8	.013238761	.38788357	.15045367	0	.0062943525	0	.97823197	0	0	0
2	10	9	.018503459	.37376583	.13970089	.010880238	.00089919323	.017408382	.26447606	0	0	0
2	10	10	.010698461	0	0	0	.0023379023	0	.83702213	0	0	0
2	10	11	.012914028	.23455065	.055014011	.010880238	0	.017408382	.4650456	1	0	0
2	10	12	.017145615	.5367462	.28809649	.010880238	0	0	.79541278	0	0	0
2	10	13	.021217138	.4905867	.24067532	.021760477	.010430641	.0043520955	.73825204	0	0	1
2	11	1	.22446769	.00040362825	1.6291577e-07	.16082798	.074432783	.12866238	.70099407	0	0	0
2	11	2	.16570871	.00016756539	2.8078160e-08	.16082798	0	.19299358	.76699978	0	0	0
2	11	3	.22446769	.0008072565	6.5166307e-07	0	.28975621	0	.77291286	0	0	0
2	11	4	0	0	0	0	0	0	0	0	0	0
2	11	5	.20938744	.32204255	.1037114	.16082798	0	0	.71727556	0	0	0
2	11	6	.32165596	.00050901185	2.5909307e-07	.22744511	.18608195	.085774928	.38255474	0	0	1
2	11	7	.26181325	.17491068	.030593745	.16082798	.045191333	.064331189	.81712496	0	0	0
2	11	8	.19569086	.01172784	.00013754223	0	.093040973	0	.98417479	0	0	0
2	11	9	.27351183	.01569275	.00024626241	.16082798	.013291568	.25732476	.23478529	0	0	0
2	11	10	.15814102	.35258368	.12431525	0	.034558076	0	.88325578	1	0	0
2	11	11	.19089076	.004497915	.00002023124	.16082798	0	.25732476	.29607061	0	0	0
2	11	12	.25344065	.00099860167	9.9720523e-07	.16082798	0	0	.40777582	0	0	0
2	11	13	.3136245	.00067581888	4.5673116e-07	.32165596	.1541822	.064331189	.6593411	0	0	1
2	12	1	.30024597	.15010971	.022532925	.21512206	.099560626	.17209764	.83855742	0	0	0
2	12	2	.22165048	.006579983	.000043296175	.21512206	0	.25814649	0	0	0	0
2	12	3	.30024597	.12961651	.016800441	0	.3875753	0	.82363486	0	0	0
2	12	4	0	0	0	0	0	0	0	0	0	0
2	12	5	.28007478	.0043392107	.000018828749	.21512206	0	0	.094612263	0	0	0
2	12	6	.43024412	.41412303	.17149788	.30422854	.24890155	.11473177	.9212563	0	0	1
2	12	7	.35019904	.085275531	.0072719161	.21512206	.060447522	.086048819	.40592766	0	0	0
2	12	8	.26175433	.071014129	.0050430065	0	.12445077	0	.36277854	0	0	0
2	12	9	.36584699	.61684006	.38049167	.21512206	.017778683	.34419531	.4576419	1	0	0
2	12	10	.211528	0	0	0	.046224575	0	.71505547	0	0	0
2	12	11	.25533378	.065344088	.00426985	.21512206	0	.34419531	.15437225	0	0	0
2	12	12	.33899993	.16189873	.0262112	.21512206	0	0	.27537775	0	0	0
2	12	13	.41950133	.24823804	.061622124	.43024412	.20623273	.086048827	.81936657	0	0	1
3	1	1	.329283	.00070688716	4.9968946e-07	.49040154	0	.39232126	.34627271	0	0	0
3	1	2	.49040154	.088177137	.0077752075	0	.13374588	0	.34627271	0	0	0
3	1	3	.16111854	.0028525549	8.1370690e-06	0	.044581961	0	.023162052	1	0	0
3	1	4	.38727701	.003108673	9.6638478e-06	0	.13374588	0	.31291926	0	0	0
3	1	5	.44241968	.0031424332	9.8748869e-06	0	.044581961	0	.76434773	0	0	1
3	1	6	.12768342	.13626947	.018569367	.49040154	0	.39232126	.17313635	0	0	0
3	1	7	0	0	0	0	0	0	0	0	0	0
3	2	1	.62063056	.0052469224	.000027530194	.92430574	0	.73944461	.078660011	0	0	0
3	2	2	.92430574	.068481393	.0046897014	0	.25208339	0	.078660011	0	0	0
3	2	3	.3036752	0	0	0	.084027797	0	0	0	0	0
3	2	4	.72993726	.0027420099	7.5186185e-06	0	.25208339	0	.045414377	0	0	0
3	2	5	.83386981	.0038874906	.000015112583	0	.084027797	0	.27094004	0	0	1
3	2	6	.24065691	.05513873	.0030402795	.92430574	0	.73944461	.060507704	1	0	0
3	2	7	0	0	0	0	0	0	0	0	0	0
3	3	1	.61820287	.0058811237	.000034587618	.92069018	0	.73655212	.65343928	0	0	0
3	3	2	.92069018	.34737995	.12067283	0	.25109732	0	.65343928	1	0	0
3	3	3	.30248731	0	0	0	.083699107	0	0	0	0	0
3	3	4	.72708195	.0030734397	9.4460320e-06	0	.25109732	0	.24522118	0	0	0
3	3	5	.83060795	.015686553	.00024606794	0	.083699107	0	.38934091	0	0	1
3	3	6	.23971553	.28950322	.08381211	.92069018	0	.73655212	.21236777	0	0	0
3	3	7	0	.04699409	.0022084445	0	0	0	0	0	0	0
3	4	1	.54604501	.0032185472	.000010359046	.81322545	0	.65058035	.041109614	0	0	0
3	4	2	.81322545	.01029525	.00010599216	0	.22178876	0	.041109614	0	0	0
3	4	3	.26718041	0	0	0	.073929586	0	.054812811	0	0	0
3	4	4	.64221555	.88848078	.78939807	0	.22178876	0	.75463998	1	0	0
3	4	5	.73365784	.035394143	.0012527454	0	.073929586	0	.054812811	0	0	1
3	4	6	.21173547	.01837983	.00033781814	.81322545	0	.65058035	.020554807	0	0	0
3	4	7	0	0	0	0	0	0	0	0	0	0
3	5	1	.67145592	0	0	1	0	.80000001	.0092980573	0	1	0
3	5	2	1	.036035553	.0012985611	0	1	0	.0092980573	0	1	0
3	5	3	.32854411	0	0	0	.090909094	0	0	0	1	0
3	5	4	.78971404	0	0	0	.54545456	0	.06441883	0	1	0
3	5	5	.90215796	.6926229	.47972649	0	.45454547	0	.98702449	1	1	1
3	5	6	.26036504	0	0	1	0	.80000001	.0046490286	0	1	0
3	5	7	0	0	0	0	.090909094	0	0	0	1	0
3	6	1	.071524613	0	0	.10652168	0	.085217342	0	0	0	0
3	6	2	.10652168	.0017613763	3.1024463e-06	0	.029051367	0	0	0	0	0
3	6	3	.034997068	0	0	0	.0096837888	0	0	0	0	0
3	6	4	.084121667	0	0	0	.029051367	0	0	0	0	0
3	6	5	.096099384	0	0	0	.0096837888	0	.96152395	0	0	1
3	6	6	.027734522	0	0	.10652168	0	.085217342	0	0	0	0
3	6	7	0	.41630158	.173307	0	0	0	0	1	0	0
3	7	1	0	.51162428	.2617594	0	0	0	0	1	0	0
3	7	2	0	0	0	0	0	0	0	0	0	0
3	7	3	0	0	0	0	0	0	0	0	0	0
3	7	4	0	.0018983674	3.6037989e-06	0	0	0	.03734152	0	0	0
3	7	5	0	0	0	0	0	0	.9950372	0	0	1
3	7	6	0	0	0	0	0	0	0	0	0	0
3	7	7	0	.61043197	.3726272	0	0	0	0	0	0	0
4	1	1	.66137934	.6342839	.40231606	0	.059675723	0	.94609982	1	1	1
4	1	2	.71362239	.18086928	.032713696	.47740579	.079567634	0	.28989318	0	1	0
4	1	3	.92556524	.29285222	.085762426	.67515373	.099459536	.38192463	.96318465	0	1	1
4	1	4	.62339854	.40209207	.16167803	.67515373	.15913527	.12730822	.22358423	0	1	0
4	1	5	.72363681	.15112041	.022837378	.67515373	.039783817	.38192466	.6556378	0	1	1
4	1	6	.79603136	.86683446	.75140196	0	.53708154	0	.96916115	1	1	1
4	1	7	0	0	0	0	0	0	0	0	1	0
4	1	8	.24450803	.027772566	.00077131542	0	.019891908	0	.10313275	0	1	0
4	1	9	.95481157	.2460584	.060544737	.67515373	.079567634	.50923288	.9848178	0	1	1
4	1	10	.56382352	.241197	.058175996	0	.099459536	0	.97843891	0	1	0
4	1	11	.50315726	.30400789	.092420794	0	.2784867	0	.23624893	0	1	0
4	1	12	.72414201	.33803752	.11426937	.95481157	.17902717	.26734725	.31335258	0	1	1
4	2	1	.66525483	.46283925	.21422017	0	.10004234	0	.95539963	0	1	1
4	2	2	.71780401	.18477196	.034140676	.48020327	.080033876	0	.26257852	0	1	0
4	2	3	.93098879	.39233398	.15392596	.67910993	.10004234	.3841626	.96049911	0	1	1
4	2	4	.62705147	.26003695	.067619212	.67910993	.16006775	.12805422	.27472195	0	1	0
4	2	5	.72787708	.34370902	.11813589	.67910993	.040016938	.38416263	.40658647	0	1	1
4	2	6	.8006959	.74823207	.55985123	0	.96040654	0	.98956048	0	1	1
4	2	7	0	0	0	0	0	0	0	0	1	0
4	2	8	.24594077	.030238071	.00091434096	0	.040016938	0	.18548355	0	1	0
4	2	9	.96040654	.47222087	.22299255	.67910993	.080033876	.51221687	.95355338	0	1	1
4	2	10	.56712735	.44877127	.20139565	0	.18007623	0	.92548966	0	1	0
4	2	11	.50610566	.41789755	.17463836	0	.34014398	0	.34177834	0	1	0
4	2	12	.72838527	.56831479	.32298172	.96040654	.18007623	.26891384	1	1	1	1
4	3	1	0	.010791213	.00011645028	0	0	0	0	0	0	1
4	3	2	0	.39833906	.158674	0	0	0	.83554566	1	0	0
4	3	3	0	.0038971626	.000015187877	0	0	0	.0050265412	0	0	1
4	3	4	0	.008276497	.000068500405	0	0	0	0	0	0	0
4	3	5	0	.00069672056	4.8541955e-07	0	0	0	0	0	0	1
4	3	6	0	.013935243	.00019419099	0	0	0	0	0	0	1
4	3	7	0	0	0	0	0	0	0	0	0	0
4	3	8	0	0	0	0	0	0	0	0	0	0
4	3	9	0	.0019300779	3.7252007e-06	0	0	0	.010476039	0	0	1
4	3	10	0	.0034631663	.000011993521	0	0	0	0	0	0	0
4	3	11	0	.0042940881	.000018439192	0	0	0	0	0	0	0
4	3	12	0	.033239536	.0011048667	0	0	0	.060861398	0	0	1
4	4	1	.69268042	.066297896	.0043954109	0	.10416666	0	.8612774	0	1	1
4	4	2	.74739599	.042292342	.0017886421	.5	.083333336	0	.20117243	0	1	0
4	4	3	.96936953	.68172622	.46475065	.70710677	.10416666	.40000001	.98041177	1	1	1
4	4	4	.65290213	.13898058	.019315602	.70710677	.16666667	.13333334	.30423844	0	1	0
4	4	5	.75788438	.70371419	.49521366	.70710677	.041666668	.40000004	1	1	1	1
4	4	6	.83370519	.42302305	.17894849	0	1	0	.933833	0	1	1
4	4	7	0	0	0	0	0	0	0	0	1	0
4	4	8	.25607988	0	0	0	.041666668	0	.017148202	0	1	0
4	4	9	1	.85322392	.72799104	.70710677	.083333336	.53333336	.95549852	1	1	1
4	4	10	.59050763	.71697575	.51405424	0	.1875	0	.94974649	0	1	0
4	4	11	.52697021	.34242865	.11725739	0	.35416666	0	.35003617	0	1	0
4	4	12	.75841355	.18844981	.035513334	1	.1875	.28	.2954908	0	1	1
